zdaid;zdaversion;zdacreated;zdachanged;zdaname;zdaxepsg2154;zdayepsg2154;zdcid;zdapostalregion;zdatown;zdatype
55743;55743-61636;2014-12-29T15:31:51+00:00;2024-09-25T08:32:45+00:00;Aulnette;682643;6814895;61636;77533;Vulaines-sur-Seine;onstreetBus
415769;659151-1607898;2015-04-23T17:36:30+00:00;2024-09-25T08:32:39+00:00;Alexis Durand;677257;6811403;492096;77186;Fontainebleau;onstreetBus
55742;55742-1014904;2014-12-29T15:31:51+00:00;2024-09-25T08:32:37+00:00;Acacias;681969;6815582;61647;77533;Vulaines-sur-Seine;onstreetBus
56070;56070-61402;2014-12-29T15:31:51+00:00;2024-09-24T15:30:12+00:00;Tavers;690713;6808481;61402;77210;La Grande-Paroisse;onstreetBus
56077;56077-61502;2014-12-29T15:31:51+00:00;2024-09-24T15:30:11+00:00;Saint Pierre Mûriers;698778;6810983;61502;77409;Saint-Germain-Laval;onstreetBus
47131;47131-1351039;2014-12-29T15:31:51+00:00;2024-09-24T15:30:03+00:00;Square Dropsy;684445;6809138;482872;77316;Moret-Loing-et-Orvanne;onstreetBus
56069;56069-61468;2014-12-29T15:31:51+00:00;2024-09-24T15:30:02+00:00;Sept Grés;695199;6809898;61468;77305;Montereau-Fault-Yonne;onstreetBus
56118;56118-61346;2014-12-29T15:31:51+00:00;2024-09-24T15:29:26+00:00;Rue des Sablons;701207;6804924;61346;77054;La Brosse-Montceaux;onstreetBus
481076;1274444-1274452;2021-05-31T00:00:00+00:00;2024-09-24T15:29:15+00:00;Rue de la Garenne;692789;6809703;481077;77210;La Grande-Paroisse;onstreetBus
56085;56085-61323;2014-12-29T15:31:51+00:00;2024-09-24T15:29:12+00:00;Rudignon;695723;6803843;61323;77338;Noisy-Rudignon;onstreetBus
56058;56058-61461;2014-12-29T15:31:51+00:00;2024-09-24T15:28:45+00:00;Poterie;696656;6809782;61461;77305;Montereau-Fault-Yonne;onstreetBus
56055;1276159-1276160;2014-12-29T00:00:00+00:00;2024-09-24T15:28:05+00:00;Place des Erables;706586;6806569;61363;77293;Misy-sur-Yonne;onstreetBus
44354;1353803-1353804;2014-12-29T00:00:00+00:00;2024-09-24T15:28:01+00:00;Piscine;686677;6808315;61395;77316;Moret-Loing-et-Orvanne;onstreetBus
56014;1187009-1187010;2014-12-29T00:00:00+00:00;2024-09-24T15:27:53+00:00;Petit Passeur;691702;6808513;61405;77210;La Grande-Paroisse;onstreetBus
56050;56050-61475;2014-12-29T15:31:51+00:00;2024-09-24T15:27:03+00:00;Marie Louise;696600;6810184;61475;77305;Montereau-Fault-Yonne;onstreetBus
56108;56108-61446;2014-12-29T15:31:51+00:00;2024-09-24T15:26:07+00:00;Libération;684088;6809612;61446;77316;Moret-Loing-et-Orvanne;onstreetBus
56045;995122-995106;2014-12-29T00:00:00+00:00;2024-09-24T15:26:06+00:00;Libération;693711;6809273;61427;77210;La Grande-Paroisse;onstreetBus
56106;56106-61457;2014-12-29T15:31:51+00:00;2024-09-24T15:26:01+00:00;Les Guettes;686706;6809688;61457;77419;Saint-Mammès;onstreetBus
56043;56043-61411;2014-12-29T15:31:51+00:00;2024-09-24T15:25:40+00:00;Léo Lagrange;696296;6808741;61411;77305;Montereau-Fault-Yonne;onstreetBus
56049;1461174-1461175;2014-12-29T15:31:51+00:00;2024-09-24T15:25:20+00:00;Le Maulny 1;699518;6814870;61640;77245;Laval-en-Brie;onstreetBus
56112;56112-61504;2014-12-29T15:31:51+00:00;2024-09-24T15:25:09+00:00;La Thurelle;687693;6811100;61504;77494;Vernou-la-Celle-sur-Seine;onstreetBus
56041;56041-61455;2014-12-29T15:31:51+00:00;2024-09-24T15:25:04+00:00;La Roche;691578;6809724;61455;77210;La Grande-Paroisse;onstreetBus
47152;47152-837997;2014-12-29T15:31:51+00:00;2024-09-24T15:24:37+00:00;Grandes Berges;696480;6810402;61483;77305;Montereau-Fault-Yonne;onstreetBus
56080;56080-61420;2014-12-29T15:31:51+00:00;2024-09-24T15:23:24+00:00;De Gaulle;696260;6809001;61420;77305;Montereau-Fault-Yonne;onstreetBus
56026;56026-61371;2014-12-29T15:31:51+00:00;2024-09-24T15:23:15+00:00;Couture;698344;6807018;61371;77061;Cannes-Écluse;onstreetBus
56019;995096-995097;2014-12-29T00:00:00+00:00;2024-09-24T15:23:06+00:00;Collège Elsa Triolet;695198;6808015;61388;77482;Varennes-sur-Seine;onstreetBus
56021;56021-61485;2014-12-29T15:31:51+00:00;2024-09-24T15:22:56+00:00;Cimetière;697534;6810599;61485;77305;Montereau-Fault-Yonne;onstreetBus
426532;859126-859128;2017-06-07T21:40:42+00:00;2024-09-24T15:22:53+00:00;Chemin des Moules;692303;6809315;426533;77210;La Grande-Paroisse;onstreetBus
49257;49257-62568;2014-12-29T15:31:51+00:00;2024-09-24T15:08:13+00:00;Ancienne Gare;688738;6841212;62568;77107;Chaumes-en-Brie;onstreetBus
473537;1098739-1098744;2019-03-15T00:00:00+00:00;2024-09-24T10:03:41+00:00;Saint-Leu-d'Esserent;657626;6901757;411330;60584;Saint-Leu-d'Esserent;onstreetBus
473888;1106429-1097251;2019-03-26T00:00:00+00:00;2024-09-24T10:01:29+00:00;Précy-sur-Oise;654437;6900602;411327;60513;Précy-sur-Oise;onstreetBus
48954;725497-725498;2014-12-29T00:00:00+00:00;2024-09-23T13:46:09+00:00;Lamartine;641850;6874705;65420;95176;Cormeilles-en-Parisis;onstreetBus
472778;1243161-1244781;2019-03-07T00:00:00+00:00;2024-09-19T08:13:18+00:00;Chamarande;642181;6824027;59734;91132;Chamarande;onstreetBus
473660;1101056-1802808;2019-03-19T00:00:00+00:00;2024-09-13T16:49:57+00:00;Notre-Dame-des-Champs;650737;6860743;71138;75106;Paris 6e;onstreetBus
49980;1220475-1607927;2014-12-29T00:00:00+00:00;2024-09-09T14:56:48+00:00;Chemin de la Saussay;663223;6809904;61444;77339;Noisy-sur-École;onstreetBus
47620;47620-1326693;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Hôpital Victor Dupouy;644219;6872083;65050;95018;Argenteuil;onstreetBus
47619;47619-65052;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Bretagne;643899;6872039;65052;95018;Argenteuil;onstreetBus
57631;57631-65076;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Charles Michels;642105;6872344;65076;95018;Argenteuil;onstreetBus
43340;43340-64649;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Hameau de Palfour;635263;6867893;64649;78418;Montesson;onstreetBus
56748;56748-65203;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Chemin Vert;642126;6873328;65203;95018;Argenteuil;onstreetBus
42314;42314-64604;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Belloy;636433;6867222;64604;78650;Le Vésinet;onstreetBus
53821;53821-64419;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Les Moulins;636980;6864312;64419;78190;Croissy-sur-Seine;onstreetBus
53836;53836-64606;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Ribot Barbier;637673;6867212;64606;78146;Chatou;onstreetBus
53801;53801-64613;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Landes;636955;6867328;64613;78146;Chatou;onstreetBus
51362;51362-65088;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Jouhaux;640926;6872450;65088;78586;Sartrouville;onstreetBus
51363;51363-64887;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Lamartine;638640;6870858;64887;78586;Sartrouville;onstreetBus
50086;50086-64965;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Salle Jean Vilar;645173;6871530;64965;95018;Argenteuil;onstreetBus
52778;52778-65213;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Place des Arts;641212;6873447;65213;95176;Cormeilles-en-Parisis;onstreetBus
50139;1567628-1567629;2014-12-29T00:00:00+00:00;2024-09-06T15:23:48+00:00;Édouard Vaillant;642278;6870124;64798;95063;Bezons;onstreetBus
50145;50145-64842;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Condorcet;639654;6870410;64842;78311;Houilles;onstreetBus
51648;51648-64956;2014-12-29T15:31:51+00:00;2024-09-06T15:23:48+00:00;Théâtre;640936;6871505;64956;78586;Sartrouville;onstreetBus
58918;58918-61337;2014-12-29T15:31:51+00:00;2024-09-06T14:33:52+00:00;Place;670512;6804865;61337;77477;Ury;onstreetBus
49973;49973-1607911;2014-12-29T15:31:51+00:00;2024-09-06T14:33:44+00:00;Marronniers;668159;6801977;61293;77088;La Chapelle-la-Reine;onstreetBus
49960;49960-61279;2014-12-29T15:31:51+00:00;2024-09-06T14:33:41+00:00;Marlanval;663579;6801035;61279;77041;Boissy-aux-Cailles;onstreetBus
50060;50060-59407;2014-12-29T15:31:51+00:00;2024-09-06T14:33:39+00:00;Mairie;656787;6801896;59407;77328;Nanteau-sur-Essonne;onstreetBus
53675;53675-61186;2014-12-29T15:31:51+00:00;2024-09-06T14:33:35+00:00;Mairie;663125;6795324;61186;77198;Fromont;onstreetBus
49965;49965-59395;2014-12-29T15:31:51+00:00;2024-09-06T14:31:46+00:00;Base de Loisirs;657879;6799410;59395;77060;Buthiers;onstreetBus
49963;49963-61154;2014-12-29T15:31:51+00:00;2024-09-06T14:31:40+00:00;Avrilmont;664669;6793115;61154;77056;Burcy;onstreetBus
52662;1225845-1225846;2014-12-29T00:00:00+00:00;2024-09-06T10:22:54+00:00;Bel Air;690280;6872381;68901;77513;Villenoy;onstreetBus
417812;1329054-1034990;2021-09-16T00:00:00+00:00;2024-09-05T16:47:35+00:00;Tournelles - Saint-Gilles;653594;6862150;73622;75103;Paris 3e;onstreetBus
45014;45014-71291;2014-12-29T15:31:51+00:00;2024-09-05T16:47:35+00:00;Victoires;651669;6863057;71291;75101;Paris 1er;onstreetBus
55099;1607097-1607098;2014-12-29T15:31:51+00:00;2024-09-03T13:52:16+00:00;Jeufosse Mairie;592435;6882948;66719;78320;Notre-Dame-de-la-Mer;onstreetBus
49065;49065-65684;2014-12-29T15:31:51+00:00;2024-08-27T12:00:14+00:00;Viaduc;639895;6876102;65684;95257;La Frette-sur-Seine;onstreetBus
48967;48967-66244;2014-12-29T15:31:51+00:00;2024-08-27T12:00:11+00:00;Verdun;644529;6878481;66244;95491;Le Plessis-Bouchard;onstreetBus
474362;1116670-1275001;2019-04-30T21:10:31+00:00;2024-08-27T12:00:07+00:00;Van Gogh;641556;6877578;66023;95424;Montigny-lès-Cormeilles;onstreetBus
421247;748680-748682;2016-01-29T21:15:06+00:00;2024-08-27T12:00:01+00:00;Val;638295;6876675;421248;95306;Herblay;onstreetBus
48925;1245665-1592516;2014-12-29T00:00:00+00:00;2024-08-27T11:59:31+00:00;Saint-Prix;641389;6880387;66493;95051;Beauchamp;onstreetBus
48880;48880-65643;2014-12-29T15:31:51+00:00;2024-08-27T11:59:23+00:00;Rue Massenet;640824;6875878;65643;95176;Cormeilles-en-Parisis;onstreetBus
486233;1445556-1450386;2022-11-23T17:18:36+00:00;2024-08-27T11:59:19+00:00;Rue du Professeur Calmette;646100;6877527;486387;95219;Ermont;onstreetBus
57455;57455-66213;2014-12-29T15:31:51+00:00;2024-08-27T11:58:47+00:00;Route de Pierrelaye - Parc des Sports;638401;6878414;66213;95306;Herblay;onstreetBus
48922;48922-66445;2014-12-29T15:31:51+00:00;2024-08-27T11:58:42+00:00;Rond-point de la Chasse;640841;6879885;66445;95051;Beauchamp;onstreetBus
47560;47560-65922;2014-12-29T15:31:51+00:00;2024-08-27T11:58:39+00:00;Rhin et Danube;643190;6877157;65922;95252;Franconville;onstreetBus
49059;49059-66303;2014-12-29T15:31:51+00:00;2024-08-27T11:58:28+00:00;RD 928;645737;6878767;66303;95574;Saint-Prix;onstreetBus
49012;49012-65368;2014-12-29T15:31:51+00:00;2024-08-27T11:58:13+00:00;Pozzi;645334;6874469;65368;95582;Sannois;onstreetBus
48929;48929-66441;2014-12-29T15:31:51+00:00;2024-08-27T11:58:10+00:00;Portes de Taverny;643242;6879854;66441;95607;Taverny;onstreetBus
48875;48875-66000;2014-12-29T15:31:51+00:00;2024-08-27T11:57:43+00:00;Piscine;641904;6877466;66000;95424;Montigny-lès-Cormeilles;onstreetBus
422333;757524-757909;2016-04-26T21:20:45+00:00;2024-08-27T11:57:32+00:00;Pierre Curie;640264;6875391;422331;95176;Cormeilles-en-Parisis;onstreetBus
48928;48928-66568;2014-12-29T15:31:51+00:00;2024-08-27T11:57:29+00:00;Pauline Kergomard;642767;6881097;66568;95607;Taverny;onstreetBus
48993;48993-65332;2014-12-29T15:31:51+00:00;2024-08-27T11:57:05+00:00;Maupassant - Charcot;640323;6874264;65332;95257;La Frette-sur-Seine;onstreetBus
49008;49008-65651;2014-12-29T15:31:51+00:00;2024-08-27T11:56:56+00:00;Marcel Pagnol;644758;6875892;65651;95582;Sannois;onstreetBus
49067;49067-65481;2014-12-29T15:31:51+00:00;2024-08-27T11:56:46+00:00;Mairie;639804;6875260;65481;95257;La Frette-sur-Seine;onstreetBus
419852;725393-725395;2015-08-21T21:16:17+00:00;2024-08-27T11:56:08+00:00;Les Lignières;642115;6881281;419853;95607;Taverny;onstreetBus
422341;757560-757562;2016-04-26T21:22:08+00:00;2024-08-27T11:54:49+00:00;Jules Massenet;640440;6875492;422342;95176;Cormeilles-en-Parisis;onstreetBus
49061;49061-65977;2014-12-29T15:31:51+00:00;2024-08-27T11:54:44+00:00;Joffre - Platrière;639771;6877405;65977;95306;Herblay;onstreetBus
48912;48912-66028;2014-12-29T15:31:51+00:00;2024-08-27T11:54:37+00:00;Jean Vilar;638142;6877602;66028;95306;Herblay;onstreetBus
59112;725543-725544;2014-12-29T00:00:00+00:00;2024-08-27T11:54:04+00:00;Grands Bains;637205;6878099;74190;95306;Herblay;onstreetBus
486525;1452125-1453890;2022-12-19T10:32:39+00:00;2024-08-27T11:52:31+00:00;Foch;637155;6877273;486684;95306;Herblay;onstreetBus
48884;48884-65506;2014-12-29T15:31:51+00:00;2024-08-27T11:52:26+00:00;Francis Carton - Aristide Briand;641227;6875294;65506;95176;Cormeilles-en-Parisis;onstreetBus
52089;52089-66130;2014-12-29T15:31:51+00:00;2024-08-27T11:52:15+00:00;Emile Zola;643443;6878012;66130;95491;Le Plessis-Bouchard;onstreetBus
49073;49073-66229;2014-12-29T15:31:51+00:00;2024-08-27T11:51:38+00:00;Coq Hardi;641371;6878440;66229;95424;Montigny-lès-Cormeilles;onstreetBus
49035;49035-66656;2014-12-29T15:31:51+00:00;2024-08-27T11:51:23+00:00;Collège Marcel Pagnol;635409;6881851;66656;95572;Saint-Ouen-l'Aumône;onstreetBus
49055;1286530-1286531;2014-12-29T00:00:00+00:00;2024-08-27T11:51:00+00:00;Collège Bury;647660;6878307;66218;95369;Margency;onstreetBus
48968;48968-66136;2014-12-29T15:31:51+00:00;2024-08-27T11:50:49+00:00;Clinique;644374;6878006;66136;95491;Le Plessis-Bouchard;onstreetBus
49060;49060-65781;2014-12-29T15:31:51+00:00;2024-08-27T11:50:45+00:00;Clemenceau;639364;6876643;65781;95306;Herblay;onstreetBus
57456;57456-66051;2014-12-29T15:31:51+00:00;2024-08-27T11:50:38+00:00;Cimetière;638628;6877713;66051;95306;Herblay;onstreetBus
49063;49063-1274785;2014-12-29T15:31:51+00:00;2024-08-27T11:50:23+00:00;Chemin Vert;641614;6873758;65243;95176;Cormeilles-en-Parisis;onstreetBus
57454;57454-1591876;2014-12-29T15:31:51+00:00;2024-08-27T11:50:16+00:00;Chemin du Parc - Tartres;638822;6877794;66087;95306;Herblay;onstreetBus
48863;1327742-1327743;2014-12-29T00:00:00+00:00;2024-08-27T11:50:08+00:00;Charles de Gaulle / RD 14;641013;6877321;65989;95424;Montigny-lès-Cormeilles;onstreetBus
48877;48877-65889;2014-12-29T15:31:51+00:00;2024-08-27T11:49:51+00:00;Centre Commercial;641886;6877073;65889;95252;Franconville;onstreetBus
49005;49005-66102;2014-12-29T15:31:51+00:00;2024-08-27T11:49:48+00:00;Cassin;640487;6877903;66102;95306;Herblay;onstreetBus
42259;725502-1592080;2014-12-29T00:00:00+00:00;2024-08-27T11:49:44+00:00;Carrefour des Chênes;640705;6880603;420435;95607;Taverny;onstreetBus
48864;48864-65962;2014-12-29T15:31:51+00:00;2024-08-27T11:49:16+00:00;Bordier;641423;6877196;65962;95424;Montigny-lès-Cormeilles;onstreetBus
54156;54156-66089;2014-12-29T15:31:51+00:00;2024-08-27T11:32:25+00:00;Les Cailloux;646565;6877772;66089;95203;Eaubonne;onstreetBus
54162;54162-65792;2014-12-29T15:31:51+00:00;2024-08-27T11:32:22+00:00;La Sablière;646839;6876642;65792;95203;Eaubonne;onstreetBus
491812;1605683-1533577;2024-07-02T08:03:25+00:00;2024-08-27T07:46:04+00:00;Coteaux - Beauclair;661073;6864780;490783;93064;Rosny-sous-Bois;onstreetBus
49658;49658-67010;2014-12-29T15:31:51+00:00;2024-08-02T17:20:20+00:00;Centre;658132;6885650;67010;95365;Mareil-en-France;onstreetBus
47526;1351386-1351387;2014-12-29T00:00:00+00:00;2024-08-02T17:20:20+00:00;Les Quatre Vents;653829;6892508;419687;95652;Viarmes;onstreetBus
47587;47587-1210827;2014-12-29T15:31:51+00:00;2024-08-02T17:20:20+00:00;Place Jean Gabin;641830;6886679;480006;95392;Mériel;onstreetBus
58251;58251-67272;2014-12-29T15:31:51+00:00;2024-08-02T17:20:20+00:00;CAT;646987;6893967;67272;95487;Persan;onstreetBus
422300;757185-838592;2016-04-19T12:02:05+00:00;2024-08-02T17:20:20+00:00;Sente de la Fontaine;649250;6885796;425923;95430;Montsoult;onstreetBus
53613;53613-757141;2014-12-29T15:31:51+00:00;2024-08-02T17:20:20+00:00;Paul Verlaine;651366;6895530;67326;95116;Bruyères-sur-Oise;onstreetBus
53612;53612-67335;2014-12-29T15:31:51+00:00;2024-08-02T17:20:20+00:00;Bienvenue;651574;6895662;67335;95116;Bruyères-sur-Oise;onstreetBus
51679;51679-67154;2014-12-29T15:31:51+00:00;2024-08-02T17:20:20+00:00;Paris - Madeleine;643927;6890142;67154;95313;L'Isle-Adam;onstreetBus
51687;51687-67179;2014-12-29T15:31:51+00:00;2024-08-02T17:20:20+00:00;Chasseurs;643859;6891332;67179;95313;L'Isle-Adam;onstreetBus
49704;871144-871145;2014-12-29T00:00:00+00:00;2024-08-02T17:02:44+00:00;Treize Saules;668825;6887342;69407;95580;Saint-Witz;onstreetBus
49702;49702-69424;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Moulin;668423;6888049;69424;95580;Saint-Witz;onstreetBus
49700;49700-69416;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Novotel;666989;6887762;69416;95580;Saint-Witz;onstreetBus
49708;49708-69357;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Les Mitelles;668999;6885440;69357;95641;Vémars;onstreetBus
49656;49656-66906;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Les Castors;660022;6884057;66906;95241;Fontenay-en-Parisis;onstreetBus
49644;49644-69455;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Jardin Frémin;666731;6889252;69455;95604;Survilliers;onstreetBus
49642;49642-724026;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Bergerie;666735;6888681;69440;95604;Survilliers;onstreetBus
49633;49633-723963;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Mairie Annexe;662578;6888621;67115;95250;Fosses;onstreetBus
49624;49624-69439;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Coteau de la Gare;664767;6888690;69439;95371;Marly-la-Ville;onstreetBus
49629;49629-69447;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Avenue du Large;664172;6888935;69447;95250;Fosses;onstreetBus
49610;49610-67104;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Hameau des Cèdres;663554;6887913;67104;95371;Marly-la-Ville;onstreetBus
49690;1532456-1532457;2014-12-29T00:00:00+00:00;2024-08-02T17:02:44+00:00;Jean Golinelli;666277;6884384;69328;95675;Villeron;onstreetBus
49682;724260-724261;2014-12-29T00:00:00+00:00;2024-08-02T17:02:44+00:00;ZI du Dessous de L'Orme;660160;6880806;66551;95280;Goussainville;onstreetBus
49680;49680-66642;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Collège Robespierre;659999;6881565;66642;95280;Goussainville;onstreetBus
49811;49811-69394;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Rue des Bouleaux;684856;6886715;69394;77430;Saint-Pathus;onstreetBus
59174;1353116-1427916;2014-12-29T00:00:00+00:00;2024-08-02T17:02:44+00:00;Merisiers;667967;6872717;73522;93078;Villepinte;onstreetBus
49725;49725-65461;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Parc Commercial Pont de Pierre;657555;6874904;65461;95268;Garges-lès-Gonesse;onstreetBus
59359;59359-1432684;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Foyer des Anciens;663852;6882628;69281;95351;Louvres;onstreetBus
46227;46227-73498;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Brossolette;668704;6872279;73498;93073;Tremblay-en-France;onstreetBus
45001;45001-68875;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Verdun;670689;6872070;68875;77514;Villeparisis;onstreetBus
58666;724228-724229;2014-12-29T00:00:00+00:00;2024-08-02T17:02:44+00:00;Rue Sieyès;662293;6881240;73954;95280;Goussainville;onstreetBus
46752;46752-1486512;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Allée du Bois;663683;6884620;69335;95509;Puiseux-en-France;onstreetBus
46744;46744-66882;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Bruxelles;663451;6883836;66882;95351;Louvres;onstreetBus
46741;46741-842321;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Londres;663274;6883844;426015;95351;Louvres;onstreetBus
46733;1363949-1363950;2014-12-29T00:00:00+00:00;2024-08-02T17:02:44+00:00;Saint-Exupéry;674475;6877431;69147;77123;Compans;onstreetBus
57340;57340-72704;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Balagny;662064;6871616;72704;93005;Aulnay-sous-Bois;onstreetBus
44246;44246-73531;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Parc de la Noue;666689;6873228;73531;93078;Villepinte;onstreetBus
43011;43011-73504;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Fontaine Mallet;667178;6872541;73504;93078;Villepinte;onstreetBus
44569;44569-73459;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Primevères;664786;6871221;73459;93071;Sevran;onstreetBus
43393;812928-812929;2014-12-29T00:00:00+00:00;2024-08-02T17:02:44+00:00;Centre Postal / Hub Postal;666633;6876899;73586;93073;Tremblay-en-France;onstreetBus
42193;779525-779526;2014-12-29T00:00:00+00:00;2024-08-02T17:02:44+00:00;Ampère - Chartrel;660260;6881893;66663;95280;Goussainville;onstreetBus
43528;43528-69319;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;La Corbie;676223;6883983;69319;77153;Dammartin-en-Goële;onstreetBus
42294;42294-68886;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Béarn;671584;6872290;68886;77514;Villeparisis;onstreetBus
42251;42251-1486553;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Avenue Bocquet;662160;6879058;66376;95612;Le Thillay;onstreetBus
43583;43583-66378;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;La Talmouse;662567;6879120;66378;95280;Goussainville;onstreetBus
44820;44820-66550;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Sécurité Sociale;660733;6880769;66550;95280;Goussainville;onstreetBus
43679;1217633-1232808;2014-12-29T00:00:00+00:00;2024-08-02T17:02:44+00:00;Camille Lemoine;671892;6876237;69117;77294;Mitry-Mory;onstreetBus
43650;43650-1373287;2014-12-29T15:31:51+00:00;2024-08-02T17:02:44+00:00;Le Moulin;661380;6879189;66431;95280;Goussainville;onstreetBus
